Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3
seychelles,"The head of government and national legislative representatives are generally able to determine policy, though widespread corruption can influence policymaking. Executive and legislative officials were elected under freer and fairer circumstances in 2020, bolstering the democratic legitimacy of their decisions.",4,"Concerns about government corruption persist, but significant improvements have been made in recent years. In 2016, the National Assembly passed an anticorruption law that established the country’s first independent Anti-Corruption Commission (ACC) and strengthened Seychelles’s legal anticorruption framework. In 2019, the National Assembly amended the anticorruption law to increase the number of ACC commissioners, clarify its strength, explicitly give it investigative powers, and enhance its law enforcement provisions.Seychelles, which was previously included in an EU list of foreign tax havens, was removed from that list in October 2021. At the time, EU finance ministers cited the government’s progress regarding the country’s taxation regime.In November 2021, Seychellois authorities arrested businessman Mukesh Valabhji and his wife on suspicion of embezzling a $50-million donation provided by the United Arab Emirates (UAE) in 2002. Former first lady Sarah Zarqani-René also faces charges related to her alleged involvement in the scheme. The case was ongoing at year-end 2022.",3,"Laws allowing public access to government information have been inconsistently followed. Some government officials are required to declare assets, but they do not always comply. However, since the passing of the Access to Information Act in 2018; the creation of the Information Commission in 2019; and the election of President Ramkalawan in 2020, the government has made significant progress in operating with openness and transparency. The Information Commission published guidelines for citizens on how to obtain public information under the Access to Information Act in 2020.",2
sierra-leone,"The elected president and Parliament generally determine government policy, but more power lies with the executive.Sierra Leone has relied on Chinese and Turkish support for the construction of large-scale infrastructure in recent years. International organizations also influence policymaking, with the government withdrawing fuel subsidies in order to receive support from the International Monetary Fund in 2018.",3,"The Bio administration has made efforts to tackle systemic corruption and hold perpetrators from the previous government accountable. However, the Anti-Corruption Commission’s efforts have largely focused on recouping stolen wealth over securing convictions, and corruption remains prevalent. In late 2021, the government suspended Auditor General Lara Taylor-Pearce and committed to form a tribunal over her performance, weeks before her office was expected to report on government corruption. A tribunal meant to hear accusations of misconduct began in 2022 and sat as recently as October.",1,"Sierra Leone has an uneven record on transparency. The Right to Access Information Commission was created in 2013 to facilitate transparency and openness in government, but its effectiveness has been hampered by lack of funding and limited public outreach. The Audit Service Sierra Leone, meanwhile, has highlighted concerns over transparency and procurement in recent reports.The government continues to review and make public all mining and lease agreements, retaining its Extractive Industries Transparency Initiative (EITI) compliance designation. The EITI’s October 2022 validation report assessed Sierra Leone as having made good progress on all requirements, awarding it a “high overall score.”",3
singapore,"Elected officials determine the government’s policies, but the PAP’s political and institutional dominance ensures its victory at the polls, and the party leadership maintains discipline among its members. The constitution stipulates that lawmakers lose their seats if they resign or are expelled from the party for which they stood in elections, inhibiting Parliament’s ability to serve as an effective check on the executive.",2,"Singapore has been lauded for its lack of bribery and corruption. However, its corporatist economic structure entails close collaboration between the public and private sectors that may produce conflicts of interest. Lawmakers often serve on the boards of private companies: for example, Ho Ching, Prime Minister Lee’s wife, served as chief executive of Temasek Holdings, a government-linked corporation and sovereign wealth fund, for 17 years. After leaving her position in 2021, Ho joined the board of the Temasek Trust, the corporation’s philanthropic arm.",3,"The government provides limited transparency on its operations. The Singapore Public Sector Outcomes Review is published every two years and includes metrics on the functioning of the bureaucracy; regular audits of public-sector financial processes are also made accessible to the public. However, other data, including key information on the status of the national reserves, are not made publicly available, and there is no freedom of information law giving citizens the right to obtain government records.The activities and salary of Ho Ching in her role at Temasek Holdings, and subsequently as a board member of Temasek Trust, have been nontransparent and a point of controversy.",2
slovakia,Democratically elected politicians determine public policy.,4,"Though corruption has long riddled Slovak institutions, the government has made a significant effort to address the problem in recent years. Since 2020, dozens of state officials have been arrested and charged with corruption, bribery, and misuse of power; though many deny the charges against them, several have pled guilty. In April 2022, former prime minister Robert Fico and his interior minister, Robert Kaliňák, were charged with establishing an organized criminal group. In November, however, prosecutor general Maroš Žilinka used a controversial paragraph of the Criminal Code to scrap charges against the two, citing lack of evidence for the crimes. Nevertheless, police were ordered to further investigate the matter.The prosecutor general used the same prerogative to scrap charges in several other high-profile cases, including ones against former finance minister Peter Kažimír, currently the head of the National Bank of Slovakia; the former head of the Slovak Information Service, Vladimír Pčolinský, who was nominated by the Matovič’s government; and the tycoon Jaroslav Haščák. All had been charged with bribery and misuse of power. Police reopened each of the three investigations and charged the suspects again.",3,"Slovak law obliges mandatory publication of all contracts in which a state or public institution is a party, but enforcement is inconsistent. Many business leaders believe that corruption was the main reason behind their failure to secure public tenders.The 2006 Freedom of Information Act (FOIA) allows citizens to request information from state and public institutions. Slovak authorities often disclose minimal information in response to FOIA requests, citing the European Union’s General Data Protection regulation (GDPR) legislation as a pretext.",3
slovenia,Elected officials are free to set and implement government policy without undue interference.,4,"Corruption in Slovenia largely takes the form of conflicts of interest between public officials and private businesses. Anticorruption efforts had been diminished by the Janša government’s failure to appoint public prosecutors, though the Golob government appointed 13 in June 2022. Journalists proactively expose allegations of corruption.Concerns over corruption persisted in 2022. In April, the Commission for the Prevention of Corruption (KPK) said that then prime minister Janša did not follow conflict-of-interest procedures when making one of his associates a nonexecutive director of the Bank Assets Management Company. The Slovenian chapter of Transparency International (TI) called on officials to address conflict-of-interest concerns in response to the KPK report. Also in April, the KPK criticized officials for implying that anticorruption legislation could be ignored. In July, TI’s Slovenian chapter publicly supported a bill protecting whistleblowers—a draft of which was accepted by the Golob government in October—and called for greater integrity in local government. In December, Interior Minister Tatjana Bobnar resigned, accusing Prime Minister Golob of undue interference over her desired appointments to the police force. Bobnar vowed to share allegations with the KPK and prosecutors.",3,"The government generally operates with openness.In July 2022, the European Commission (EC) reported that Slovenia placed ahead of the average for European Union (EU) member states in its Digital Economy and Society Index; the EC specifically noted that Slovenia’s share of e-government users was larger than the EU average.The GS-led coalition sought to improve government transparency on health-care issues in 2022. In June, the National Assembly backed an amended Communicable Diseases Act (ZNB) that allowed for greater parliamentary oversight over health-related restrictions; the Janša government had amended the ZNB to pass coronavirus-related restrictions by decree and without public consultation in 2021. In July 2022, the National Assembly abolished public procurement rules dating back to 2021 via new health care legislation. The Janša-era rules were criticized for reducing the transparency of public tenders.",4
solomon-islands,"Solomon Islands governments have generally been able to determine national policy without outside interference, but the country’s fractious politics hamper efficient policymaking. Prime ministers have struggled to sustain legislative majorities, and cabinet splits are frequent. Critics have raised concerns that the Solomon Islands has increasingly aligned itself with the Chinese government after Prime Minister Sogavare switched diplomatic recognition from Taipei to Beijing in 2019, opening up opportunities for the Chinese government to influence policy decisions.",3,"Corruption and abuse of office are serious problems. The Hou government secured passage of the Anti-Corruption Act, which established an independent anticorruption commission, and the Whistleblowers Protection Act. Some opposition members of Parliament considered the laws ineffective, as they allowed the use of local custom as a defense in corruption cases and restricted retroactive application. Under both the Sogavare and Hou governments, a number of senior officials were investigated or arrested on corruption charges due to the efforts of Task Force Janus, a joint anticorruption initiative between the police force and the Finance Ministry. However, prosecutors have had difficulty winning convictions against politicians accused of corruption. Task Force Janus operations slowed between 2020 and 2022, and the Solomon Islands Independent Commission Against Corruption (SIICAC) has been slow to commence operations, though efforts began to accelerate in the final months of 2022.",3,"Successive governments have not operated transparently. State dealings with foreign logging companies and mining companies are not open to scrutiny. There is no law stipulating a formal process by which the public may request official information. Commonwealth observers who monitored the 2019 elections voiced concern over the possible misuse of the RCDF ahead of the campaign.In March 2022, Transparency Solomon Islands chief executive Ruth Liloqula condemned the decision to sign a security agreement with China for having been taken without sufficient public consultation. Sogavare was particularly furious about the March 2022 leaking of the draft security agreement with China, calling those responsible “lunatics” and “agents of foreign regimes.”Local journalists report increasing secrecy among officials and difficulties in obtaining information from government ministries.",1
somalia,"The government, which is not democratically elected, has little practical ability to implement its laws and policies even in parts of the country it controls. Relations between the federal government and the administrations of the federal member states remain poor.Responding to claims that Farmaajo had attempted to centralize power at the expense of the prime minister and other institutional checks, President Hassan promised to focus on political reconciliation in 2022, but the practical effects of these pledges remained uncertain at year’s end.",0,"Corruption is rampant in Somalia, and state agencies tasked with combating it do not function effectively. Impunity is the norm for public officials accused of malfeasance.A 2019 law called for the creation of state and national anticorruption commissions; the members of the national commission were appointed in 2021. The government ratified the African Union (AU) Convention on Preventing and Combating Corruption in 2020. However, these steps have yet to result in tangible progress toward accountability and deterrence.",0,"Government transparency is limited. Officials are not required to make public declarations of their income and assets, and oversight procedures for public contracts are not well enforced. There is no law guaranteeing public access to government information.In October 2022, the new administration decided—with no public consultation—to approve an oil deal with the US firm Coastline Exploration. An earlier version of the agreement, signed and then disavowed by the previous government, had drawn accusations that it did not protect Somalia’s financial interests.",0
south-africa,"Pervasive corruption and apparent interference by nonelected actors have hampered the proper functioning of government, particularly during the Zuma administration. In 2018, Zuma was forced by the High Court to appoint a Judicial Commission of Inquiry into state capture (external influence held over an administration). When he came into power, President Ramaphosa amended the terms of the state capture inquiry to enable the evidence gathered by the Commission—headed by then deputy chief justice Raymond Zondo and commonly known as the Zondo Commission—to be used in prosecutions. Zuma has since been waging a legal fight to fend off the Commission’s demands after he had been implicated by over 30 witnesses in several instances of wrongdoing. Zuma was arrested in July 2021 for failing to appear before Commission meetings.President Ramaphosa testified twice at the Judicial Commission of Inquiry, first in his capacity as ANC president and secondly as president and former deputy president of the republic. He admitted in his testimony that there had been significant state capture during Zuma’s presidency.The final report of the Zondo Commission was released in June 2022, and recommends that the government investigate and prosecute several high-level ANC politicians on criminal corruption charges. According to the report, the governing ANC enabled corruption on a large scale during the Zuma administration, especially through the awarding of government contracts to businesses owned by or linked to the Gupta business family. Among other things, the report also found that numerous political actors had participated in the theft of state resources during the Zuma administration, and that Zuma had awarded government appointments in return for protection from investigations.",3,"Comprehensive anticorruption laws and several agencies tasked with combating corruption exist, but enforcement has historically been inadequate. Several former and current government officials accused of corruption have not been prosecuted. The Auditor General has outlined in past annual reports that accountability failures have not been addressed. The August 2021 murder of Babita Deokaran, a whistleblower who tipped off the Special Investigations Unit (SIU) to corruption in the Gauteng health department, suggests that protection measures for whistleblowers are weak. A 2022 media investigation into Deokaran’s death revealed extensive corruption within the public procurement processes of the local government in Gauteng, the country’s wealthiest province. In October 2022, partially in response to the findings of the Zondo Commission, President Ramaphosa announced that his administration plans to introduce far-reaching reforms to combat corruption within the government, including establishing an independent public procurement agency and creating new mechanisms to protect whistleblowers. President Ramaphosa was the subject of a number of corruption-related investigations during 2022, including by the country’s Public Protector’s office, which investigates complaints of government misconduct. In June, public protector Busisiwe Mkhwebane began an investigation into claims made by former intelligence officer Arthur Fraser that Ramaphosa had unlawfully hidden at least $4 million in cash—the origin of which is unknown—at his Phala Phala farm, as well as covered up the theft of the money in 2020. One day after the investigation was announced, the president suspended Mkhwebane on grounds of her alleged “incapacity and misconduct.” Mkhwebane’s suspension was lifted in September by a High Court ruling that it could “reasonably be seen as retaliation” for her investigation into the so-called Phala Phala scandal. Investigations into Ramaphosa were ongoing as of December; he has repeatedly denied any wrongdoing.",2,"Section 32(1) of the South African constitution states that everyone has the right to access “any information held by the state” and requires that private bodies release information necessary for the exercise and protection of rights. The 2000 Promotion of Access to Information Act created a framework for access to information procedures in both public and private entities. However, in practice the procedure of accessing information is laborious and bureaucratic. A lack of transparency and a lack of competitive bidding have affected the awarding of government contracts. President Ramaphosa promised to reform the government’s procurement system after evidence of wide-scale corruption emerged during the coronavirus pandemic in 2020; he again promised reforms in 2022 in response to the findings of the Zondo Commission on state capture.",3
south-korea,Elected officials generally determine and implement state policy without undue interference from unelected actors.,4,"Despite government anticorruption efforts and robust investigations and prosecutions, practices such as bribery, influence peddling, and extortion persist in politics, business, and everyday life. The 2016 Improper Solicitation and Graft Act establishes stiff punishments for those convicted of accepting bribes and applies to government officials as well as their spouses, journalists, and educators. The Corruption Investigation Office for High-Ranking Officials investigates corruption allegations against public officials and can unilaterally indict police officers, prosecutors, and judges. Conflict-of-interest legislation for public servants took effect in May 2022.Officials appointed during the Moon administration came under scrutiny for their conduct during 2022. In August, the BAI began an audit of the Anti-Corruption and Civil Rights Commission over absenteeism allegations that included chairperson Jeon Hyun-heui, a Moon appointee; Jeon reported she was facing pressure to resign. As of December, the BAI was considering whether to question Hong Jang-pyo, a Moon administration official, over allegations that the previous administration manipulated economic data.DP aides and officials, including Lee Jae-myung, came under scrutiny over their conduct relating to a land-development project in Seongnam, where Lee served as mayor between 2010 and 2018. Lee was indicted for violating election laws by allegedly disseminating false information over the affair in September 2022. A staff member of a DP-affiliated think tank was arrested over bribery allegations in October, while a Lee ally in the DP was indicted in December. Authorities raided the offices of the think tank in October, searching for evidence that Lee accepted illegal funds related to the land project.An investigation into speculative land purchases based on insider information via the Korea Land and Housing Corporation ended in March 2022; a total of 4,251 people were referred to prosecutors, 64 were arrested, and 150.7 billion won ($116.3 million) in profits were seized.In December 2022, Yoon said he would pardon former president Lee Myung-bak, who received a corruption-related prison sentence in 2018 and exhausted his appeals in 2020.",3,"A 1998 public-disclosure law allows citizens and resident foreigners to request access to the records of public agencies, except those related to national security. Access to some documents has been denied despite lawsuits seeking their disclosure.While President Yoon has vowed to fight corruption and improve transparency, his administration has also suffered from a series of scandals on matters including nepotism and favoritism.",2
south-sudan,"The government and legislature, which lack electoral legitimacy, are unable to exercise control over the country’s territory.A clique of Dinka leaders and close allies surround Kiir and exert undue influence on decision-making.The Sudanese and Ugandan governments helped broker the 2018 peace deal but supported opposing sides during the civil war and have remained involved in South Sudanese affairs.",0,"State resources, including oil revenues, are concentrated among elites associated with the president. Military commanders have gained enormous wealth through corrupt procurement deals. Kiir has facilitated corruption by appointing officials who were previously accused of embezzlement.",0,"Under the interim constitution, citizens have the right to access public information and records held by state entities. In practice, the government is hostile to scrutiny and lacks functional capacity. This is notably true for oil revenue, which accounts for a majority of the government’s receipts. A 2020 UN report stated that natural resources were illicitly extracted due to nontransparent management. ",0
spain,"Elected officials are generally free to make and implement laws and policies without undue interference. However, the political system has failed to produce a stable governing majority in the parliament since 2015, resulting in frequent and inconclusive elections, a sharp decline in the passage of legislation, and an increased use of mechanisms like executive decrees to advance the government’s agenda without the approval of lawmakers.",3,"Concerns about official corruption often center on party financing. Most party expenses are funded by the state, but political parties can access commercial bank loans. Over the past decade, lawmakers have imposed some restrictions on such private sources of funding, prohibited banks from forgiving party debt, strengthened rules on asset disclosure and conflicts of interest for high-ranking officials, and enacted more severe penalties for corruption-related crimes. Nevertheless, the Council of Europe’s Group of States against Corruption (GRECO) has called for additional efforts. The penal code revisions that were adopted in December 2022 included reduced sentences for misuse of public funds, raising concerns that it could harm anticorruption efforts. Although the courts have a solid record of investigating and prosecuting corruption cases, the system is often overburdened, and cases move slowly. Among other high-profile proceedings during 2022, the Supreme Court in July ratified the sentences of several former PSOE officials from Andalucía’s regional government who had overseen a fraudulent system for distributing social and labor benefits, with one defendant, a former regional president, receiving six years in prison. In March, prosecutors dropped a series of investigations into possible tax evasion and money laundering by former king Juan Carlos I, citing a lack of evidence as well as legal obstacles including the statute of limitations.",3,"Legal safeguards to ensure government transparency include asset-disclosure rules for public officials and laws governing conflicts of interest. The Transparency Act, which took effect in 2014, is meant to facilitate public access to government records, though freedom of information activists have reported onerous procedures and called for improvements to the law, as well as mechanisms to access more judicial and parliamentary documents. GRECO has noted that the Council of Transparency and Good Governance (CTBG), the body tasked with monitoring compliance with transparency obligations, lacks adequate training and financial and human resources. Moreover, civil society organizations continue to report that the Sánchez government frequently resists complying with requests or orders to disclose information in practice.In March 2022, the Supreme Court suspended the appointment of new leaders for the Spanish Agency for Data Protection (AEPD), which had been led by an interim director since the incumbent’s mandate expired in 2019. The court found that a political agreement on the appointments between the PSOE and PP had violated legal requirements for an open selection process, and that the effort would have to start again from the beginning.",3
sri-lanka,"Members of the Rajapaksa family, who have held posts including the presidency and premiership, enjoyed nearly complete decision-making authority before the Aragalaya. The family is still believed to wield significant control via the SLPP.Legislative scrutiny was impacted by a disagreement over who should be appointed to two parliamentary committees in 2022. President Wickremesinghe was accused of reneging on a promise to appoint opposition lawmakers to chair those committees due to SLPP objections.In 2021, the SLPP passed a bill creating a Special Economic Zone (SEZ) around Colombo Port City, a large development project largely funded by Chinese companies. Opposition politicians criticized the bill, which would prevent parliamentary oversight of the SEZ and grant a 40-year tax exemption for foreign companies, saying it could jeopardize Sri Lanka’s sovereignty.",2,"A culture of impunity regarding official corruption appears to exist in Sri Lanka, in which politicians do not prosecute political opponents on corruption allegations lest they risk scrutiny in the future. Corruption has also impacted the delivery of vital goods; a former chief executive of state-owned Litro Gas noted that corruption was rampant in that sector. Lanka Sathosa, a state-owned retail chain, has also faced corruption allegations in recent years, with the sales of staple goods reportedly being rigged.In May 2022, Australian and Indian news outlets reported that Namal Rajapaksa, Gotabaya’s nephew, was linked to a money laundering scheme along with an Australian company and a Sri Lankan firm owned by a family associate. In June, Housing Minister Prasanna Ranatunga was fined and received a suspended prison term over a bribe demand he made in 2015. Also in 2022, the Colombo High Court indicted lawmaker Johnston Fernando, his secretary, and another official over allegations that Fernando made Lanka Sathosa employees perform election-related work.In 2020, Gotabaya Rajapaksa established the Presidential Commission of Inquiry to Investigate Allegations of Political Victimization, which opposition leaders and rights groups said helped the Rajapaksa family and their associates evade criminal investigations and prosecution. In an October 2022 report, the UN High Commissioner for Human Rights reported that the inquiry had “actively intervened in police investigations and court proceedings in several high-profile human rights cases.”",1,"Individuals have used the 2017 Right to Information Act to access government records, but transparency is lacking in procurement and contracting decisions, including for large contracts with Chinese and other foreign companies. The auditor general in recent years has also noted major discrepancies in the government’s assessments of public debt.",2
st-vincent-and-grenadines,"The elected prime minister, cabinet, and House of Assembly members determine the policies of the government without improper interference from unelected entities.",4,"The independent judiciary and media provide checks on government corruption. However, there is no specialized national anticorruption agency, and claims of petty corruption continue to be reported.",3,"The government generally operates with openness and transparency. Nevertheless, freedom of information legislation that was passed in 2003 has yet to be implemented, and there is no active legislation requiring government officials to disclose assets, income, or gifts. In July 2021, the NDP claimed that audit reports were five years behind schedule.In December 2022, the government announced that a planned 2018 poverty assessment report, which allegedly showed that poverty had increased in the preceding decade, would not be released; a new study is reportedly planned for 2025.",3
sudan,"In October 2021, General al-Burhan staged a coup, dissolved the TSC and transitional government, and detained Prime Minister Hamdok and several government ministers and advisors. Following the coup, local and regional government officials were removed and replaced, and General al-Burhan reconstituted the Sovereign Council with himself as chair. Although Prime Minister Hamdok was later released, reinstated, and attempted to replace officials appointed by coup leaders, the military continued to control the government as of year-end 2022.In January 2022, Prime Minister Hamdok resigned following widespread protests against his acceptance of the military’s November deal that returned him to power. In May, General al-Burhan lifted the state of emergency imposed since the coup, ostensibly to prepare for a stable transition period. In October, more than 50 Sudanese resistance committees signed a draft constitution, created as a hybrid of two separate proposals written by the committees of Wad Madani and Khartoum. The document calls for a decentralized civilian government, the resignation of current military leaders, the abolition of the 2019 Constitutional Declaration, and the establishment of a new transitional constitution and legislative council. In December, the military signed a framework agreement to enable cooperation with civilian groups to draft a transitional government.Per the JPA, in April 2021, Sudan Liberation Army (SLA) leader Minni Minawi was appointed governor of the Darfur region.",0,"Sudan is a signatory to but has not ratified the UN Convention Against Corruption and the African Union Convention on Preventing and Combating Corruption. Transparency International ranked Sudan 162 of 180 countries in its 2022 global Corruption Perceptions Index.Following the October 2021 coup, General al-Burhan suspended the ERC, which was created by transitional authorities to investigate financial crimes by former regime officials.In April 2021, the TSC approved the Anti-Corruption National Commission Law that sets forth an anticorruption commission’s powers. In September, the minister of justice issued an open invitation for nominations to the commission, though it was not established prior to the coup.",0,"The interim constitution required members of the TSC and TLC, the cabinet, and governors to file disclosures about their personal assets, but there are no clear mechanisms for enforcement, and compliance is reportedly poor in practice. ",0
suriname,"The country’s freely elected representatives determine laws and government policies without undue interference. In June 2022, however, Richano Santokhi, the president’s son, asserted that ministers ignore the president’s input. While the Bouterse government used its narrow parliamentary majority to avoid accountability for actions that appeared to exceed its legitimate authority, the Santokhi administration has refrained from executive overreach.",4,"Government corruption is pervasive. In 2017, the National Assembly adopted a new anticorruption law that was yet to be implemented as of 2022.In 2020, former finance minister Gillmore Hoefdraad was accused of perpetrating multiple fraud and embezzlement schemes. Hoefdraad fled just after that year’s elections and was the subject of both a domestic arrest warrant and an Interpol detention request. The Interpol request was withdrawn in May 2022 amid allegations that the process was politically motivated.The former head of the Surinamese central bank, Robert van Trikt, was detained for fraud in the same affair in February 2020. He was convicted in a trial that proceeded quickly despite its complexity, and received an eight-year prison term in February 2022. Van Trikt’s lawyers said the trial was political in nature. An appeal was heard beginning in October. In November, van Trikt was conditionally released; the case was ongoing at year’s end.In April and June 2022, individuals used false documents to withdraw a total of SRD 40.9 million ($1.8 million) from the central bank. The NDP claimed more was stolen, though the government denied this. In September, outgoing finance minister Armand Achaibersing said the funds had been recovered.",2,"The Santokhi government promised to improve transparency and communication with the public and has conducted somewhat regular press conferences. Officials are not required to disclose information about their finances in practice, despite disclosure provisions in the 2017 anticorruption law. Suriname has no law to facilitate access to public information, and access is limited in practice.",3
sweden,Sweden’s freely elected representatives are able to develop and implement policy.,4,"Corruption is relatively low in Sweden, and anticorruption mechanisms are generally effective. However, as of 2021 it had only satisfactorily addressed 2 out of 15 recommendations made by the Council of Europe’s Group of States against Corruption (GRECO). Recommendations that have yet to be fulfilled involve the establishment of a code of conduct and ethics training for senior officials, guidelines for transitioning from ministerial positions to the private sector, police anticorruption training, and a mechanism for publishing corruption complaints, among others.",4,"The country has one of the most robust freedom of information statutes in the world, and state authorities generally respect the right of both citizens and noncitizens to access public information.",4
switzerland,"Switzerland’s freely elected officials determine and implement national and local policy through a decentralized governance system. The 26 cantons have significant control over economic and social policy, with the federal government’s powers largely limited to foreign affairs and some economic matters. Extensively used referendums are mandatory for any federal constitutional amendments, the joining of international organizations, and major changes to federal laws.",4,"Safeguards against corruption are generally effective. Pierre Maudet, a former Geneva cantonal government head who had accepted benefits from Abu Dhabi’s crown prince in 2015, was convicted of receiving an undue financial advantage and received a suspended sentence in 2021. He ran again in cantonal elections in March 2021, but lost.A law to improve whistleblower protection was rejected in 2019 and again in 2020 by the National Council. The failed reform effort came in response to the Organization for Economic Cooperation and Development (OECD) criticizing Switzerland for failing to fully implement its Anti-Bribery Convention recommendations.",4,"The government is generally transparent in its operations. In recent years, an increasing number of cantonal governments have passed transparency laws making government data more accessible.In June 2021, the Council of Europe’s Group of States against Corruption (GRECO) reported that Swiss authorities did not fully adopt its previous recommendations regarding legislators’ financial declarations and liabilities. In response, the Federal Council in August 2022 passed new legislation that requires Swiss political parties to disclose the sources of their party and campaign financing, starting with the elections in 2023.",4
syria,"De facto authority in government-controlled Syria lies with the president—who is not freely elected—and his political, security, and business allies rather than with formal institutions such as the cabinet and parliament. Foreign states like Iran and Russia also wield considerable influence over regime policy. Opposition forces and Kurdish-led fighters have held large swaths of territory with the help of military forces from countries including Turkey and the United States, respectively.",0,"The regime and its allies are said to control much of the Syrian economy. The civil war has created new opportunities for corruption among the government, loyalist armed forces, and the private sector. Foreign allies have also benefited from opaque government contracts and trade deals. Basic state services and humanitarian aid are reportedly extended or withheld based on recipients’ demonstrated political loyalty to the Assad regime. Individuals in government-held territory who seek to expose or criticize official corruption face reprisals including dismissal from employment and detention.Corruption is also widespread in opposition-held areas. Turkish-backed militias have been accused of looting, extortion, and theft. Local administrators and activists complain that little of the international aid reportedly given to opposition representatives abroad seems to reach them, raising suspicions of graft. HTS monopolizes trade in fuel and key services in its territory, regularly confiscates or destroys goods, and seizes the property of absentee owners, often for redistribution to its own commanders.",0,"The government has long operated with minimal transparency and public accountability, and conditions have worsened during the civil war amid the rise of militias that are nominally loyal to the regime but often free to exploit the population. Officials have broad discretion to withhold government information, and they are not obliged to disclose their assets. Independent civil society groups and media outlets are harshly suppressed and cannot influence or shed light on state policies. ",0
taiwan,"Elected officials set and implement policy without undue interference from foreign or other unelected actors, though consideration of China plays a significant role in Taiwanese policymaking.Pressure from Beijing continues to threaten Taiwan’s sovereignty and its open democratic system. Eight countries have severed diplomatic relations with Taiwan since late 2016, largely as a result of financial incentives offered by Beijing. At the end of 2022, Taiwan had diplomatic recognition from just 14 countries, including the Holy See.",4,"Corruption is significantly less pervasive than in the past, but it remains a concern. Corruption charges have been lodged against current and former officials from multiple parties in recent years.According to a 2020 Transparency International survey, 90 percent of people in Taiwan think corruption in government is a problem. Political and business interests are closely intertwined, leading to malfeasance in government procurement. The DPP has moved to reduce these practices, including through 2019 amendments to the Government Procurement Act. Corruption and criminal behavior are perceived to persist in local government.In November 2022, prosecutors accused a senior army officer of accepting bribes from a former soldier who was acting as a Chinese agent.",3,"The 2005 Freedom of Government Information Law enables public access to financial audit reports, documents about administrative guidance, and other officially held documents. Nongovernmental organizations (NGOs) are typically able to comment on and influence pending policies and legislation. In recent years, the open digital platform vTaiwan has gained acceptance among policymakers as a means for the public to debate and contribute to legislative proposals.The government is widely considered to be transparent regarding COVID-19. However, observers criticized authorities’ lack of clarity in public communications as the government transitioned away from its zero-COVID strategy beginning in April 2022. Trust in public authorities nevertheless contributed to high vaccination rates as the year progressed.",4
tajikistan,"President Rahmon, who is not freely elected, and his inner circle are virtually unopposed in determining and implementing policy and have strengthened their grip on power. The PDPT-controlled legislature does not offer a meaningful check on the executive’s expansive constitutional authority. Officials from Rahmon’s native Kulob District dominate the government.",0,"Patronage networks and regional affiliations are central to political life. Corruption is pervasive and anticorruption legislation is routinely ignored. Major irregularities have been reported at the National Bank of Tajikistan and the country’s largest industrial firm, the state-owned Tajik Aluminum Company.",0,"Government decision-making and budgetary processes lack transparency, and public officials are not required to disclose financial information. Crackdowns on the media, the opposition, and civil society have further reduced independent scrutiny of state operations. In recent years, the government has concluded extensive infrastructure and resource-extraction agreements with Beijing and Chinese companies, with little consultation or transparency.",0
tanzania,"Magufuli consolidated political power in the presidency, sidelining the legislature—in part by suppressing dissent within the CCM—and exerting greater control over cabinet ministers through dismissals and reshuffles. The CCM government actively manages the activities of legislators and has threatened those who are frequently absent. Bills are sometimes passed using “certificates of urgency,” which accelerates the legislative process.Hassan has sought to consolidate her own hold on power after becoming president. Hassan has moved Magufuli loyalists out of government and CCM posts in 2022 via cabinet reshuffles and internal party elections. In October, Hassan dismissed Foreign Affairs Minister Liberata Mulamula over perceived disloyalty and concerns that Mulamula did not abide by the government’s diplomatic positions.",1,"Corruption remains a problem in Tanzania, and reform efforts have yielded mixed results. The Prevention and Combating of Corruption Bureau has been accused of focusing on low-level corruption and doing little to address graft committed by senior officials, who have been ensnared in corruption scandals in recent years. Recent audits have revealed that public funds were misappropriated or unaccounted for.",2,"A weak access to information act was adopted in 2016. The law imposes prison terms on officials who improperly release information but assigns no clear penalties for those who improperly withhold information. The Statistics Act was amended in 2019 to remove criminal liability for publishing information that conflicts with the National Bureau of Statistics, but the government continued to resist transparency efforts and punish journalists and civil society groups that attempted to expose official wrongdoing. The government does not accurately report official data. President Hassan warned ministers against sharing government information after she reshuffled the cabinet in October 2022. In November, she contended that it was inappropriate to make government documents available online. The government was opaque about the COVID-19 pandemic under Magufuli, though it openly endorsed COVID-19 mitigation measures after Magufuli’s death.Officials were also not transparent about the circumstances surrounding the November crash of a passenger aircraft in November, in which 19 people died. The government claimed that the preliminary report into the incident was not official; an opposition leader circulated it instead.The government was additionally opaque when discussing Magufuli’s health. When Hassan announced her predecessor’s death, for example, she blamed heart disease; opposition politicians and Kenyan press reports contradicted the government’s account, saying Magufuli was instead sent to Nairobi for COVID-19 treatment before dying in Tanzania.",1
